Ingredient,Matched_GSRS_Name,UNII,Substance_Class,GSRS_Status,Query_Used,Match_Type,All_Classes,Formula,SMILES
PERFLUOROHEXYLOCTANE,Perfluorohexyloctane,7VYX4ELWQM,chemical,approved,PERFLUOROHEXYLOCTANE,exact_full,chemical,C14H17F13,CCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
PERFLUTREN,PERFLUTREN,CK0N3WH0SR,chemical,approved,PERFLUTREN,exact_full,chemical,C3F8,C(C(F)(F)F)(C(F)(F)F)(F)F
PERINDOPRIL ERBUMINE,Perindopril Erbumine,1964X464OJ,chemical,approved,PERINDOPRIL ERBUMINE,exact_full,chemical,C19H32N2O5.C4H11N,CCC[C@@H](C(=O)OCC)N[C@@H](C)C(=O)N1[C@@]2([H])CCCC[C@@]2([H])C[C@H]1C(=O)O.CC(C)(C)N
PERMETHRIN,PERMETHRIN,509F88P9SZ,mixture,approved,PERMETHRIN,exact_full,mixture,,
PERPHENAZINE,Perphenazine,FTA7XXY4EZ,chemical,approved,PERPHENAZINE,exact_full,chemical,C21H26ClN3OS,c1ccc2c(c1)N(CCCN3CCN(CC3)CCO)c4cc(ccc4S2)Cl
PEXIDARTINIB HYDROCHLORIDE,PEXIDARTINIB HYDROCHLORIDE,YS6WAI3XN7,chemical,approved,PEXIDARTINIB HYDROCHLORIDE,exact_full,chemical,C20H15ClF3N5.ClH,c1cc(C(F)(F)F)ncc1CNc2ccc(Cc3c[nH]c4c3cc(cn4)Cl)cn2.Cl
PHENDIMETRAZINE TARTRATE,PHENDIMETRAZINE TARTRATE,6985IP0T80,chemical,approved,PHENDIMETRAZINE TARTRATE,exact_full,chemical,C12H17NO.C4H6O6,C[C@H]1[C@H](c2ccccc2)OCCN1C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O
PHENELZINE SULFATE,PHENELZINE SULFATE,2681D7P965,chemical,approved,PHENELZINE SULFATE,exact_full,chemical,C8H12N2.H2O4S,c1ccc(cc1)CCNN.OS(=O)(=O)O
PHENOBARBITAL SODIUM,Phenobarbital Sodium,SW9M9BB5K3,chemical,approved,PHENOBARBITAL SODIUM,exact_full,chemical,C12H11N2O3.Na,CCC1(c2ccccc2)C(=O)NC(=O)[N-]C1=O.[Na+]
PHENOXYBENZAMINE HYDROCHLORIDE,Phenoxybenzamine hydrochloride,X1IEG24OHL,chemical,approved,PHENOXYBENZAMINE HYDROCHLORIDE,exact_full,chemical,C18H22ClNO.ClH,CC(COc1ccccc1)N(CCCl)Cc2ccccc2.Cl
PHENTERMINE HYDROCHLORIDE,Phentermine hydrochloride,0K2I505OTV,chemical,approved,PHENTERMINE HYDROCHLORIDE,exact_full,chemical,C10H15N.ClH,CC(C)(Cc1ccccc1)N.Cl
PHENTERMINE HYDROCHLORIDE; TOPIRAMATE,Phentermine hydrochloride | TOPIRAMATE,0K2I505OTV | 0H73WJJ391,chemical,approved | approved,PHENTERMINE HYDROCHLORIDE; TOPIRAMATE,"combination(exact_full,exact_full)",chemical,,
PHENTOLAMINE MESYLATE,Phentolamine mesylate,Y7543E5K9T,chemical,approved,PHENTOLAMINE MESYLATE,exact_full,chemical,C17H19N3O.CH4O3S,Cc1ccc(cc1)N(CC2=NCCN2)c3cccc(c3)O.CS(=O)(=O)O
PHENYLEPHRINE HYDROCHLORIDE,PHENYLEPHRINE HYDROCHLORIDE,04JA59TNSJ,chemical,approved,PHENYLEPHRINE HYDROCHLORIDE,exact_full,chemical,C9H13NO2.ClH,CNC[C@@H](c1cccc(c1)O)O.Cl
PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE,PHENYLEPHRINE HYDROCHLORIDE | Promethazine hydrochloride,04JA59TNSJ | R61ZEH7I1I,chemical,approved | approved,PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE,"combination(exact_full,exact_full)",chemical,,
PHENYTOIN,PHENYTOIN,6158TKW0C5,chemical,approved,PHENYTOIN,exact_full,chemical,C15H12N2O2,c1ccc(cc1)C2(c3ccccc3)C(=O)NC(=O)N2
PHENYTOIN SODIUM,PHENYTOIN SODIUM,4182431BJH,chemical,approved,PHENYTOIN SODIUM,exact_full,chemical,C15H11N2O2.Na,c1ccc(cc1)C2(c3ccccc3)C(=O)[N-]C(=O)N2.[Na+]
PHYTONADIONE,PHYTONADIONE,A034SE7857,mixture,approved,PHYTONADIONE,exact_full,mixture,,
PIFLUFOLASTAT F-18,PIFLUFOLASTAT F-18,3934EF02T7,chemical,approved,PIFLUFOLASTAT F-18,exact_full,chemical,C18H23FN4O8,C(CCNC(=O)c1ccc([18F])nc1)C[C@@H](C(=O)O)NC(=O)N[C@@H](CCC(=O)O)C(=O)O
PILOCARPINE HYDROCHLORIDE,Pilocarpine hydrochloride,0WW6D218XJ,chemical,approved,PILOCARPINE HYDROCHLORIDE,exact_full,chemical,C11H16N2O2.ClH,CC[C@H]1[C@@H](Cc2cncn2C)COC1=O.Cl
PIMAVANSERIN TARTRATE,PIMAVANSERIN TARTRATE,NA83F1SJSR,chemical,approved,PIMAVANSERIN TARTRATE,exact_full,chemical,2C25H34FN3O2.C4H6O6,CC(C)COc1ccc(cc1)CNC(=O)N(Cc2ccc(cc2)F)C3CCN(C)CC3.CC(C)COc1ccc(cc1)CNC(=O)N(Cc2ccc(cc2)F)C3CCN(C)CC3.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O
PIMECROLIMUS,PIMECROLIMUS,7KYV510875,chemical,approved,PIMECROLIMUS,exact_full,chemical,C43H68ClNO11,CC[C@@H]1/C=C(\C)/C[C@H](C)C[C@@H]([C@]2([H])[C@H](C[C@@H](C)[C@@](C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O[C@]([H])(/C(=C/[C@@H]4CC[C@@H]([C@@H](C4)OC)Cl)/C)[C@H](C)[C@H](CC1=O)O)(O)O2)OC)OC
PIMOZIDE,PIMOZIDE,1HIZ4DL86F,chemical,approved,PIMOZIDE,exact_full,chemical,C28H29F2N3O,c1ccc2c(c1)[nH]c(=O)n2C3CCN(CCCC(c4ccc(cc4)F)c5ccc(cc5)F)CC3
PINDOLOL,Pindolol,BJ4HF6IU1D,chemical,approved,PINDOLOL,exact_full,chemical,C14H20N2O2,CC(C)NCC(COc1cccc2c1cc[nH]2)O
PIOGLITAZONE HYDROCHLORIDE,Pioglitazone Hydrochloride,JQT35NPK6C,chemical,approved,PIOGLITAZONE HYDROCHLORIDE,exact_full,chemical,C19H20N2O3S.ClH,CCc1ccc(CCOc2ccc(cc2)CC3C(=O)NC(=O)S3)nc1.Cl
PIPERACILLIN SODIUM,Piperacillin Sodium,M98T69Q7HP,chemical,approved,PIPERACILLIN SODIUM,exact_full,chemical,C23H26N5O7S.Na,CCN1CCN(C(=O)C1=O)C(=O)N[C@H](c2ccccc2)C(=O)N[C@@H]3C(=O)N4[C@@H](C(=O)[O-])C(C)(C)S[C@]34[H].[Na+]
PIPERACILLIN SODIUM; TAZOBACTAM SODIUM,Piperacillin Sodium | TAZOBACTAM SODIUM,M98T69Q7HP | UXA545ABTT,chemical,approved | approved,PIPERACILLIN SODIUM; TAZOBACTAM SODIUM,"combination(exact_full,exact_full)",chemical,,
PIRFENIDONE,Pirfenidone,D7NLD2JX7U,chemical,approved,PIRFENIDONE,exact_full,chemical,C12H11NO,Cc1ccc(=O)n(c1)-c2ccccc2
PIROXICAM,PIROXICAM,13T4O6VMAM,chemical,approved,PIROXICAM,exact_full,chemical,C15H13N3O4S,CN1C(=C(c2ccccc2S1(=O)=O)O)C(=O)Nc3ccccn3
PIRTOBRUTINIB,PIRTOBRUTINIB,JNA39I7ZVB,chemical,approved,PIRTOBRUTINIB,exact_full,chemical,C22H21F4N5O3,C[C@@H](C(F)(F)F)n1c(c(c(-c2ccc(cc2)CNC(=O)c3cc(ccc3OC)F)n1)C(=O)N)N
PITAVASTATIN CALCIUM,Pitavastatin Calcium,IYD54XEG3W,chemical,approved,PITAVASTATIN CALCIUM,exact_full,chemical,2C25H23FNO4.Ca,c1ccc2c(c1)c(-c3ccc(cc3)F)c(/C=C/[C@H](C[C@H](CC(=O)[O-])O)O)c(C4CC4)n2.c1ccc2c(c1)c(-c3ccc(cc3)F)c(/C=C/[C@H](C[C@H](CC(=O)[O-])O)O)c(C4CC4)n2.[Ca+2]
PITAVASTATIN MAGNESIUM,PITAVASTATIN MAGNESIUM,BDS8LUQ384,chemical,approved,PITAVASTATIN MAGNESIUM,exact_full,chemical,2C25H23FNO4.Mg,c1ccc2c(c1)c(-c3ccc(cc3)F)c(/C=C/[C@H](C[C@H](CC(=O)[O-])O)O)c(C4CC4)n2.c1ccc2c(c1)c(-c3ccc(cc3)F)c(/C=C/[C@H](C[C@H](CC(=O)[O-])O)O)c(C4CC4)n2.[Mg+2]
PITOLISANT HYDROCHLORIDE,PITOLISANT HYDROCHLORIDE,YV33CH63HI,chemical,approved,PITOLISANT HYDROCHLORIDE,exact_full,chemical,C17H26ClNO.ClH,C1CCN(CC1)CCCOCCCc2ccc(cc2)Cl.Cl
PIVMECILLINAM HYDROCHLORIDE,Pivmecillinam hydrochloride,48FX7N21H2,chemical,approved,PIVMECILLINAM HYDROCHLORIDE,exact_full,chemical,C21H33N3O5S.ClH,CC(C)(C)C(=O)OCOC(=O)[C@H]1C(C)(C)S[C@]2([H])[C@@H](C(=O)N12)N=CN3CCCCCC3.Cl
PLECANATIDE,PLECANATIDE,7IK8Z952OK,protein,approved,PLECANATIDE,exact_full,protein,,
PLERIXAFOR,PLERIXAFOR,S915P5499N,chemical,approved,PLERIXAFOR,exact_full,chemical,C28H54N8,C1CNCCNCCCN(CCNC1)Cc2ccc(cc2)CN3CCCNCCNCCCNCC3
PLOZASIRAN SODIUM,Plozasiran Sodium,U93HYZ4QU8,nucleicAcid,approved,PLOZASIRAN SODIUM,exact_full,nucleicAcid,,
PODOFILOX,Podofilox,L36H50F353,chemical,approved,PODOFILOX,exact_full,chemical,C22H22O8,COc1cc(cc(c1OC)OC)[C@@H]2c3cc4c(cc3[C@@H]([C@@]5([H])COC(=O)[C@@]52[H])O)OCO4
POLIDOCANOL,POLIDOCANOL,0AWH8BFG9A,polymer,FAILED,POLIDOCANOL,exact_full,polymer,,
POLYETHYLENE GLYCOL 3350,POLYETHYLENE GLYCOL 3350,G2M7P15E5P,polymer,approved,POLYETHYLENE GLYCOL 3350,exact_full,polymer,,
POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE,POLYETHYLENE GLYCOL 3350 | Potassium chloride | Sodium bicarbonate | Sodium Chloride,G2M7P15E5P | 660YQ98I10 | 8MDF5V39QO | 451W47IQ8X,polymer,approved | approved | approved | approved,POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE,"combination(exact_full,exact_full,exact_full,exact_full)",polymer | chemical,,
POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM SULFATE ANHYDROUS,POLYETHYLENE GLYCOL 3350 | Potassium chloride | Sodium bicarbonate | Sodium Chloride | Sodium sulfate anhydrous,G2M7P15E5P | 660YQ98I10 | 8MDF5V39QO | 451W47IQ8X | 36KCS0R750,polymer,approved | approved | approved | approved | approved,POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM SULFATE ANHYDROUS,"combination(exact_full,exact_full,exact_full,exact_full,exact_full)",polymer | chemical,,
POLYMYXIN B SULFATE,Polymyxin B sulfate,19371312D4,mixture,approved,POLYMYXIN B SULFATE,exact_full,mixture,,
POLYMYXIN B SULFATE; TRIMETHOPRIM SULFATE,Polymyxin B sulfate | Trimethoprim Sulfate,19371312D4 | E377MF8EQ8,mixture,approved | approved,POLYMYXIN B SULFATE; TRIMETHOPRIM SULFATE,"combination(exact_full,exact_full)",mixture | chemical,,
POMALIDOMIDE,Pomalidomide,D2UX06XLB5,chemical,approved,POMALIDOMIDE,exact_full,chemical,C13H11N3O4,c1cc2c(c(c1)N)C(=O)N(C3CCC(=O)NC3=O)C2=O
PONATINIB HYDROCHLORIDE,Ponatinib Hydrochloride,96R6PU3D8J,chemical,approved,PONATINIB HYDROCHLORIDE,exact_full,chemical,C29H27F3N6O.ClH,Cc1ccc(cc1C#Cc2cnc3cccnn23)C(=O)Nc4ccc(CN5CCN(C)CC5)c(c4)C(F)(F)F.Cl
PONESIMOD,PONESIMOD,5G7AKV2MKP,chemical,approved,PONESIMOD,exact_full,chemical,C23H25ClN2O4S,CCC/N=C\1/N(c2ccccc2C)C(=O)/C(=C/c3ccc(c(c3)Cl)OC[C@@H](CO)O)/S1
PORFIMER SODIUM,PORFIMER SODIUM,Y3834SIK5F,polymer,approved,PORFIMER SODIUM,exact_full,polymer,,
POSACONAZOLE,Posaconazole,6TK1G07BHZ,chemical,approved,POSACONAZOLE,exact_full,chemical,C37H42F2N8O4,CC[C@@H]([C@H](C)O)n1c(=O)n(cn1)-c2ccc(cc2)N3CCN(CC3)c4ccc(cc4)OC[C@H]5C[C@](Cn6cncn6)(c7ccc(cc7F)F)OC5
POTASSIUM ACETATE,Potassium acetate,M911911U02,chemical,approved,POTASSIUM ACETATE,exact_full,chemical,C2H3O2.K,CC(=O)[O-].[K+]
POTASSIUM CHLORIDE,Potassium chloride,660YQ98I10,chemical,approved,POTASSIUM CHLORIDE,exact_full,chemical,Cl.K,[Cl-].[K+]
POTASSIUM CHLORIDE; SODIUM CHLORIDE,Potassium chloride | Sodium Chloride,660YQ98I10 | 451W47IQ8X,chemical,approved | approved,POTASSIUM CHLORIDE; SODIUM CHLORIDE,"combination(exact_full,exact_full)",chemical,,
POTASSIUM CITRATE,Potassium CItrate,EE90ONI6FF,chemical,approved,POTASSIUM CITRATE,exact_full,chemical,C6H5O7.3K.H2O,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[K+].[K+].[K+].O
POTASSIUM IODIDE,Potassium iodide,1C4QK22F9J,chemical,approved,POTASSIUM IODIDE,exact_full,chemical,I.K,[I-].[K+]
"POTASSIUM PHOSPHATE, DIBASIC; POTASSIUM PHOSPHATE, MONOBASIC",Dibasic potassium phosphate | MONOBASIC POTASSIUM PHOSPHATE,CI71S98N1Z | 4J9FJ0HL51,chemical,approved | approved,"POTASSIUM PHOSPHATE, DIBASIC; POTASSIUM PHOSPHATE, MONOBASIC","combination(exact_full,exact_full)",chemical,,
POVIDONE-IODINE,POVIDONE-IODINE,85H0HZU99M,mixture,approved,POVIDONE-IODINE,exact_full,mixture,,
PRALATREXATE,Pralatrexate,A8Q8I19Q20,chemical,approved,PRALATREXATE,exact_full,chemical,C23H23N7O5,C#CCC(Cc1cnc2c(c(N)nc(N)n2)n1)c3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O
PRALIDOXIME CHLORIDE,PRALIDOXIME CHLORIDE,38X7XS076H,chemical,approved,PRALIDOXIME CHLORIDE,exact_full,chemical,C7H9N2O.Cl,C[n+]1ccccc1/C=N/O.[Cl-]
PRALSETINIB,Pralsetinib,1WPE73O1WV,chemical,approved,PRALSETINIB,exact_full,chemical,C27H32FN9O2,Cc1cc(Nc2cc(C)[nH]n2)nc([C@H]3CC[C@@](CC3)(C(=O)N[C@@H](C)c4ccc(nc4)-n5cc(cn5)F)OC)n1
PRAMIPEXOLE DIHYDROCHLORIDE,PRAMIPEXOLE DIHYDROCHLORIDE,3D867NP06J,chemical,approved,PRAMIPEXOLE DIHYDROCHLORIDE,exact_full,chemical,C10H17N3S.2ClH.H2O,CCCN[C@H]1CCc2c(C1)sc(N)n2.Cl.Cl.O
PRASTERONE,PRASTERONE,459AG36T1B,chemical,approved,PRASTERONE,exact_full,chemical,C19H28O2,C[C@@]12CC[C@@H](CC2=CC[C@@]3([H])[C@]4([H])CCC(=O)[C@@]4(C)CC[C@@]31[H])O
PRASUGREL HYDROCHLORIDE,Prasugrel Hydrochloride,G89JQ59I13,chemical,approved,PRASUGREL HYDROCHLORIDE,exact_full,chemical,C20H20FNO3S.ClH,CC(=O)Oc1cc2CN(CCc2s1)C(c3ccccc3F)C(=O)C4CC4.Cl
PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,3M8608UQ61,chemical,approved,PRAVASTATIN SODIUM,exact_full,chemical,C23H35O7.Na,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C=C2C=C[C@H](C)[C@H](CC[C@H](C[C@H](CC(=O)[O-])O)O)[C@]21[H])O.[Na+]
PRAZIQUANTEL,PRAZIQUANTEL,6490C9U457,chemical,approved,PRAZIQUANTEL,exact_full,chemical,C19H24N2O2,C1CCC(CC1)C(=O)N2CC3c4ccccc4CCN3C(=O)C2
PRAZOSIN HYDROCHLORIDE,Prazosin Hydrochloride,X0Z7454B90,chemical,approved,PRAZOSIN HYDROCHLORIDE,exact_full,chemical,C19H21N5O4.ClH,COc1cc2c(cc1OC)nc(nc2N)N3CCN(CC3)C(=O)c4ccco4.Cl
PREDNICARBATE,Prednicarbate,V901LV1K7D,chemical,approved,PREDNICARBATE,exact_full,chemical,C27H36O8,CCC(=O)OCC(=O)[C@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)C=C[C@]4(C)[C@@]3([H])[C@H](C[C@@]21C)O)OC(=O)OCC
PREDNISOLONE,Prednisolone,9PHQ9Y1OLM,chemical,approved,PREDNISOLONE,exact_full,chemical,C21H28O5,C[C@@]12C=CC(=O)C=C2CC[C@@]3([H])[C@]4([H])CC[C@](C(=O)CO)([C@@]4(C)C[C@@H]([C@@]31[H])O)O
PREDNISOLONE ACETATE,Prednisolone acetate,8B2807733D,chemical,approved,PREDNISOLONE ACETATE,exact_full,chemical,C23H30O6,CC(=O)OCC(=O)[C@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)C=C[C@]4(C)[C@@]3([H])[C@H](C[C@@]21C)O)O
PREDNISOLONE SODIUM PHOSPHATE,Prednisolone sodium phosphate,IV021NXA9J,chemical,approved,PREDNISOLONE SODIUM PHOSPHATE,exact_full,chemical,C21H27O8P.2Na,C[C@@]12C=CC(=O)C=C2CC[C@@]3([H])[C@]4([H])CC[C@](C(=O)COP(=O)([O-])[O-])([C@@]4(C)C[C@@H]([C@@]31[H])O)O.[Na+].[Na+]
PREDNISOLONE SODIUM PHOSPHATE; SULFACETAMIDE SODIUM,Prednisolone sodium phosphate | SULFACETAMIDE SODIUM,IV021NXA9J | 4NRT660KJQ,chemical,approved | approved,PREDNISOLONE SODIUM PHOSPHATE; SULFACETAMIDE SODIUM,"combination(exact_full,exact_full)",chemical,,
PREDNISONE,Prednisone,VB0R961HZT,chemical,approved,PREDNISONE,exact_full,chemical,C21H26O5,C[C@@]12C=CC(=O)C=C2CC[C@@]3([H])[C@]4([H])CC[C@](C(=O)CO)([C@@]4(C)CC(=O)[C@@]31[H])O
PREGABALIN,Pregabalin,55JG375S6M,chemical,approved,PREGABALIN,exact_full,chemical,C8H17NO2,CC(C)C[C@@H](CC(=O)O)CN
PRETOMANID,PRETOMANID,2XOI31YC4N,chemical,approved,PRETOMANID,exact_full,chemical,C14H12F3N3O5,c1cc(ccc1CO[C@H]2Cn3cc(nc3OC2)[N+](=O)[O-])OC(F)(F)F
PRILOCAINE HYDROCHLORIDE,Prilocaine Hydrochloride,MJW015BAPH,chemical,approved,PRILOCAINE HYDROCHLORIDE,exact_full,chemical,C13H20N2O.ClH,CCCNC(C)C(=O)Nc1ccccc1C.Cl
PRIMAQUINE PHOSPHATE,Primaquine phosphate,H0982HF78B,chemical,approved,PRIMAQUINE PHOSPHATE,exact_full,chemical,C15H21N3O.2H3O4P,CC(CCCN)Nc1cc(cc2cccnc21)OC.OP(=O)(O)O.OP(=O)(O)O
PRIMIDONE,Primidone,13AFD7670Q,chemical,approved,PRIMIDONE,exact_full,chemical,C12H14N2O2,CCC1(c2ccccc2)C(=O)NCNC1=O
PROBENECID,Probenecid,PO572Z7917,chemical,approved,PROBENECID,exact_full,chemical,C13H19NO4S,CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)O
PROBENECID; SULOPENEM ETZADROXIL,Probenecid | SULOPENEM ETZADROXIL,PO572Z7917 | 492M3I304T,chemical,approved | approved,PROBENECID; SULOPENEM ETZADROXIL,"combination(exact_full,exact_full)",chemical,,
PROCAINAMIDE HYDROCHLORIDE,Procainamide hydrochloride,SI4064O0LX,chemical,approved,PROCAINAMIDE HYDROCHLORIDE,exact_full,chemical,C13H21N3O.ClH,CCN(CC)CCNC(=O)c1ccc(cc1)N.Cl
PROCARBAZINE HYDROCHLORIDE,PROCARBAZINE HYDROCHLORIDE,XH0NPH5ZX8,chemical,approved,PROCARBAZINE HYDROCHLORIDE,exact_full,chemical,C12H19N3O.ClH,CC(C)NC(=O)c1ccc(cc1)CNNC.Cl
PROCHLORPERAZINE,Prochlorperazine,YHP6YLT61T,chemical,approved,PROCHLORPERAZINE,exact_full,chemical,C20H24ClN3S,CN1CCN(CCCN2c3ccccc3Sc4ccc(cc42)Cl)CC1
PROCHLORPERAZINE EDISYLATE,Prochlorperazine edisylate,PG20W5VQZS,chemical,approved,PROCHLORPERAZINE EDISYLATE,exact_full,chemical,C20H24ClN3S.C2H6O6S2,CN1CCN(CCCN2c3ccccc3Sc4ccc(cc42)Cl)CC1.C(CS(=O)(=O)O)S(=O)(=O)O
PROCHLORPERAZINE MALEATE,Prochlorperazine maleate,I1T8O1JTL6,chemical,approved,PROCHLORPERAZINE MALEATE,exact_full,chemical,C20H24ClN3S.2C4H4O4,CN1CCN(CCCN2c3ccccc3Sc4ccc(cc42)Cl)CC1.C(=C/C(=O)O)/C(=O)O.C(=C/C(=O)O)/C(=O)O
PROGESTERONE,Progesterone,4G7DS2Q64Y,chemical,approved,PROGESTERONE,exact_full,chemical,C21H30O2,CC(=O)[C@H]1CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C
PROMETHAZINE HYDROCHLORIDE,Promethazine hydrochloride,R61ZEH7I1I,chemical,approved,PROMETHAZINE HYDROCHLORIDE,exact_full,chemical,C17H20N2S.ClH,CC(CN1c2ccccc2Sc3ccccc31)N(C)C.Cl
PROPAFENONE HYDROCHLORIDE,PROPAFENONE HYDROCHLORIDE,33XCH0HOCD,chemical,approved,PROPAFENONE HYDROCHLORIDE,exact_full,chemical,C21H27NO3.ClH,CCCNCC(COc1ccccc1C(=O)CCc2ccccc2)O.Cl
PROPARACAINE HYDROCHLORIDE,PROPARACAINE HYDROCHLORIDE,U96OL57GOY,chemical,approved,PROPARACAINE HYDROCHLORIDE,exact_full,chemical,C16H26N2O3.ClH,CCCOc1ccc(cc1N)C(=O)OCCN(CC)CC.Cl
PROPOFOL,Propofol,YI7VU623SF,chemical,approved,PROPOFOL,exact_full,chemical,C12H18O,CC(C)c1cccc(C(C)C)c1O
PROPRANOLOL HYDROCHLORIDE,Propranolol hydrochloride,F8A3652H1V,chemical,approved,PROPRANOLOL HYDROCHLORIDE,exact_full,chemical,C16H21NO2.ClH,CC(C)NCC(COc1cccc2ccccc21)O.Cl
PROPYLTHIOURACIL,PROPYLTHIOURACIL,721M9407IY,chemical,approved,PROPYLTHIOURACIL,exact_full,chemical,C7H10N2OS,CCCc1cc(=O)[nH]c(=S)[nH]1
PROTAMINE SULFATE,PROTAMINE SULFATE,0DE9724IHC,structurallyDiverse,approved,PROTAMINE SULFATE,exact_full,structurallyDiverse,,
PROTRIPTYLINE HYDROCHLORIDE,PROTRIPTYLINE HYDROCHLORIDE,44665V00O8,chemical,approved,PROTRIPTYLINE HYDROCHLORIDE,exact_full,chemical,C19H21N.ClH,CNCCCC1c2ccccc2C=Cc3ccccc31.Cl
PRUCALOPRIDE SUCCINATE,Prucalopride succinate,4V2G75E1CK,chemical,approved,PRUCALOPRIDE SUCCINATE,exact_full,chemical,C18H26ClN3O3.C4H6O4,COCCCN1CCC(CC1)NC(=O)c2cc(c(c3CCOc32)N)Cl.C(CC(=O)O)C(=O)O
PSEUDOEPHEDRINE HYDROCHLORIDE,Pseudoephedrine hydrochloride,6V9V2RYJ8N,chemical,approved,PSEUDOEPHEDRINE HYDROCHLORIDE,exact_full,chemical,C10H15NO.ClH,C[C@@H]([C@H](c1ccccc1)O)NC.Cl
PURIFIED WATER,PURIFIED WATER,,concept,non-approved,PURIFIED WATER,exact_full,concept,,
PYRAZINAMIDE,PYRAZINAMIDE,2KNI5N06TI,chemical,approved,PYRAZINAMIDE,exact_full,chemical,C5H5N3O,c1cnc(cn1)C(=O)N
PYRIDOSTIGMINE BROMIDE,Pyridostigmine Bromide,KVI301NA53,chemical,approved,PYRIDOSTIGMINE BROMIDE,exact_full,chemical,C9H13N2O2.Br,CN(C)C(=O)Oc1ccc[n+](C)c1.[Br-]
PYRIDOXINE HYDROCHLORIDE,PYRIDOXINE HYDROCHLORIDE,68Y4CF58BV,chemical,approved,PYRIDOXINE HYDROCHLORIDE,exact_full,chemical,C8H11NO3.ClH,Cc1c(c(CO)c(cn1)CO)O.Cl
PYRIMETHAMINE,Pyrimethamine,Z3614QOX8W,chemical,approved,PYRIMETHAMINE,exact_full,chemical,C12H13ClN4,CCc1c(-c2ccc(cc2)Cl)c(N)nc(N)n1
QUAZEPAM,QUAZEPAM,JF8V0828ZI,chemical,approved,QUAZEPAM,exact_full,chemical,C17H11ClF4N2S,c1ccc(c(c1)C2=NCC(=S)N(CC(F)(F)F)c3ccc(cc32)Cl)F
QUETIAPINE FUMARATE,Quetiapine Fumarate,2S3PL1B6UJ,chemical,approved,QUETIAPINE FUMARATE,exact_full,chemical,2C21H25N3O2S.C4H4O4,c1ccc2c(c1)C(=Nc3ccccc3S2)N4CCN(CC4)CCOCCO.c1ccc2c(c1)C(=Nc3ccccc3S2)N4CCN(CC4)CCOCCO.C(=C\C(=O)O)/C(=O)O
QUINAPRIL HYDROCHLORIDE,QUINAPRIL HYDROCHLORIDE,33067B3N2M,chemical,approved,QUINAPRIL HYDROCHLORIDE,exact_full,chemical,C25H30N2O5.ClH,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2Cc3ccccc3C[C@H]2C(=O)O.Cl
QUINIDINE GLUCONATE,QUINIDINE GLUCONATE,R6875N380F,chemical,approved,QUINIDINE GLUCONATE,exact_full,chemical,C20H24N2O2.C6H12O7,C=C[C@H]1C[N@@]2CC[C@H]1C[C@]2([H])[C@H](c3ccnc4ccc(cc34)OC)O.C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O
QUINIDINE SULFATE,Quinidine sulfate,J13S2394HE,chemical,approved,QUINIDINE SULFATE,exact_full,chemical,2C20H24N2O2.2H2O.H2O4S,S(=O)(=O)(O)O.[N@@]12C[C@H](C=C)[C@@H](CC1)C[C@]2([H])[C@@H](O)c3ccnc4c3cc(cc4)OC.O.[N@]12C[C@@H]([C@H](C[C@]1([H])[C@H](c3ccnc4c3cc(cc4)OC)O)CC2)C=C.O
QUININE SULFATE,Quinine sulfate,KF7Z0E0Q2B,chemical,approved,QUININE SULFATE,exact_full,chemical,2C20H24N2O2.2H2O.H2O4S,[N@@]12[C@]([H])([C@H](O)c3ccnc4c3cc(cc4)OC)C[C@@H]([C@H](C1)C=C)CC2.OS(=O)(=O)O.O.[N@@]12[C@]([H])([C@@H](c3ccnc4c3cc(cc4)OC)O)C[C@@H]([C@H](C1)C=C)CC2.O
