Ingredient,Trade_Name(s),Applicant(s),NDA_Count,ANDA_Count,NDA_Appl_Nos,ANDA_Appl_Nos,DF_Route(s),TE_Code(s),Earliest_Approval,Latest_Approval,RLD_Count,Generic_Competitor_Count,Disease_Category,Duration_Class,Patent_Count,Latest_Patent_Expiry,Patent_Expiry_Year,Exclusivity_Codes,Latest_Exclusivity_Date,Has_Blocking_Exclusivity
LOVASTATIN,LOVASTATIN,ACTAVIS ELIZABETH LLC | CARLSBAD TECHNOLOGY INC | CHARTWELL RX SCIENCES LLC | COREPHARMA LLC | EPIC PHARMA LLC | LUPIN LTD | TEVA PHARMACEUTICALS USA INC,0,7,,075300 | 075551 | 075636 | 075828 | 075991 | 077748 | 078296,TABLET;ORAL,AB,2001-12-17,2008-03-14,0,21,Metabolic,CHRONIC,0,,,,,No
LOXAPINE,ADASUVE,NOVA PNEUMA INC,1,0,022549,,POWDER;INHALATION,,2012-12-21,2012-12-21,1,0,Psychiatric,CHRONIC,1,2026-10-23,2026,,,No
LOXAPINE SUCCINATE,LOXAPINE SUCCINATE,ELITE LABORATORIES INC | LANNETT CO INC | WATSON LABORATORIES INC,0,6,,072062 | 072204 | 072205 | 072206 | 076868 | 090695,CAPSULE;ORAL,AB,1988-06-15,2011-09-26,0,12,Psychiatric,CHRONIC,0,,,,,No
LUBIPROSTONE,AMITIZA | LUBIPROSTONE,AMNEAL PHARMACEUTICALS LLC | ASCENT PHARMACEUTICALS INC | DR REDDYS LABORATORIES LTD | SUCAMPO PHARMA AMERICAS LLC | TEVA PHARMACEUTICALS USA INC | ZYDUS PHARMACEUTICALS USA INC,1,5,021908,206994 | 209450 | 209920 | 214131 | 218640,CAPSULE;ORAL,AB,2006-01-31,2025-01-02,2,10,GI,CHRONIC,3,2027-10-25,2027,,,No
LULICONAZOLE,LUZU,BAUSCH HEALTH US LLC,1,0,204153,,CREAM;TOPICAL,,2013-11-14,2013-11-14,1,0,Infectious,SHORT,4,2034-04-28,2034,,,No
LUMASIRAN SODIUM,OXLUMO,ALNYLAM PHARMACEUTICALS INC,1,0,214103,,SOLUTION;SUBCUTANEOUS,,2020-11-23,2020-11-23,1,0,Other/Unclassified,OTHER,14,2038-11-20,2038,ODE-339 | ODE-415,2029-10-06,No
LUMATEPERONE TOSYLATE,CAPLYTA,INTRA-CELLULAR THERAPIES INC,1,0,209500,,CAPSULE;ORAL,,2019-12-20,2022-04-22,3,0,Other/Unclassified,OTHER,25,2040-12-10,2040,I-904 | M-319,2029-04-24,No
LURASIDONE HYDROCHLORIDE,LATUDA | LURASIDONE HYDROCHLORIDE,ACCORD HEALTHCARE INC | ALEMBIC PHARMACEUTICALS LTD | ALKEM LABORATORIES LTD | ANNORA PHARMA PRIVATE LTD | AUROBINDO PHARMA LTD | CHARTWELL RX SCIENCES LLC | DR REDDYS LABORATORIES LTD | HERITAGE PHARMA LABS INC DBA AVET PHARMACEUTICALS LABS INC | INVAGEN PHARMACEUTICALS INC | JUBILANT GENERICS LTD | LUPIN LTD | MACLEODS PHARMACEUTICALS LTD | MSN LABORATORIES PRIVATE LTD | SUN PHARMACEUTICAL INDUSTRIES LTD | SUNOVION PHARMACEUTICALS INC | TORRENT PHARMACEUTICALS LTD | ZYDUS PHARMACEUTICALS USA INC,1,16,200603,208028 | 208031 | 208037 | 208045 | 208047 | 208049 | 208052 | 208055 | 208058 | 208066 | 210388 | 212091 | 212124 | 212244 | 213248 | 218174,TABLET;ORAL,AB,2010-10-28,2025-01-13,5,78,Psychiatric,CHRONIC,10,2031-11-23,2031,,,No
LURBINECTEDIN,ZEPZELCA,JAZZ PHARMACEUTICALS IRELAND LTD,1,0,213702,,POWDER;INTRAVENOUS,,2020-06-15,2020-06-15,1,0,Other/Unclassified,OTHER,4,2040-05-29,2040,I-977 | ODE-304,2028-10-02,No
LUSUTROMBOPAG,MULPLETA,VANCOCIN ITALIA SRL,1,0,210923,,TABLET;ORAL,,2018-07-31,2018-07-31,1,0,Other/Unclassified,OTHER,3,2031-09-29,2031,,,No
LUTETIUM LU 177 DOTATATE,LUTATHERA,ADVANCED ACCELERATOR APPLICATIONS USA INC,1,0,208700,,SOLUTION;INTRAVENOUS,,2018-01-26,2018-01-26,1,0,Other/Unclassified,OTHER,18,2039-01-25,2039,NPP | ODE-479 | PED,2031-10-23,Yes
LUTETIUM LU-177 VIPIVOTIDE TETRAXETAN,PLUVICTO,NOVARTIS PHARMACEUTICALS CORP,1,0,215833,,SOLUTION;INTRAVENOUS,,2022-03-23,2022-03-23,1,0,Other/Unclassified,OTHER,5,2041-09-18,2041,I-965 | NCE,2028-03-28,Yes
MACITENTAN,MACITENTAN | OPSUMIT,ACTELION PHARMACEUTICALS US INC | ALEMBIC PHARMACEUTICALS LTD | AMNEAL EU LTD | APOTEX INC | AUROBINDO PHARMA LTD | LAURUS LABS LTD | MSN LABORATORIES PRIVATE LTD | MYLAN PHARMACEUTICALS INC | SEASONS BIOTECHNOLOGY (TAIZHOU) CO LTD | SUN PHARMACEUTICAL INDUSTRIES LTD | TEVA PHARMACEUTICALS USA INC | TORRENT PHARMACEUTICALS LTD | ZYDUS LIFESCIENCES GLOBAL FZE,1,12,204410,211000 | 211026 | 211107 | 211120 | 211123 | 211128 | 211136 | 211161 | 211187 | 211195 | 211198 | 211224,TABLET;ORAL,AB,2013-10-18,2026-06-08,1,12,Cardiovascular,CHRONIC,10,2029-10-18,2029,M-187 | PED,2028-08-28,Yes
MACITENTAN; TADALAFIL,OPSYNVI,ACTELION PHARMACEUTICALS US INC,1,0,218490,,TABLET;ORAL,,2024-03-22,2024-03-22,2,0,Cardiovascular,CHRONIC,6,2029-10-18,2029,NP | ODE-475 | PED,2031-09-22,Yes
MAFENIDE ACETATE,SULFAMYLON,RISING PHARMA HOLDINGS INC,1,0,016763,,CREAM;TOPICAL,,,,1,0,Other/Unclassified,OTHER,0,,,,,No
"MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, MONOBASIC; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM GLUCONATE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",ISOLYTE S PH 7.4 IN PLASTIC CONTAINER,B BRAUN MEDICAL INC,1,0,019696,,INJECTABLE;INJECTION,,1989-09-29,1989-09-29,1,0,Metabolic,CHRONIC,0,,,,,No
MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM GLUCONATE,ISOLYTE S IN PLASTIC CONTAINER | MULTIPLE ELECTROLYTES INJECTION TYPE 1 USP PH 7.4 | NORMOSOL-R IN PLASTIC CONTAINER | PHYSIOLYTE IN PLASTIC CONTAINER | PHYSIOSOL IN PLASTIC CONTAINER | PLASMA-LYTE 148 IN WATER IN PLASTIC CONTAINER | PLASMA-LYTE A IN PLASTIC CONTAINER,B BRAUN MEDICAL INC | BAXTER HEALTHCARE CORP | FRESENIUS KABI USA LLC | OTSUKA ICU MEDICAL LLC,5,1,017378 | 017586 | 017637 | 019024 | 019711,215371,INJECTABLE;INJECTION | SOLUTION;IRRIGATION,AP,1982-07-08,2022-06-08,2,1,Metabolic,CHRONIC,0,,,,,No
MAGNESIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE,NORMOCARB HF 25 | NORMOCARB HF 35,DIALYSIS SUPPLIES INC,1,0,021910,,SOLUTION;INJECTION,,2006-07-26,2006-07-26,2,0,Metabolic,CHRONIC,0,,,,,No
MAGNESIUM SULFATE,MAGNESIUM SULFATE | MAGNESIUM SULFATE IN DEXTROSE 5% IN PLASTIC CONTAINER | MAGNESIUM SULFATE IN PLASTIC CONTAINER,AMNEAL EU LTD | ASPIRO PHARMA LTD | B BRAUN MEDICAL INC | BAXTER HEALTHCARE CORP | FRESENIUS KABI USA LLC | GLAND PHARMA LTD | HOSPIRA INC | HQ SPECIALTY PHARMA CORP | MILLA PHARMACEUTICALS INC | PHARMOBEDIENT CONSULTING LLC,3,15,019316 | 020309 | 020488,075151 | 202411 | 206485 | 206486 | 207349 | 207350 | 207966 | 207967 | 209642 | 209932 | 211965 | 211966 | 213917 | 216597 | 219777,"INJECTABLE;INJECTION | SOLUTION;INTRAMUSCULAR, INTRAVENOUS",AP,1986-09-08,2026-01-08,11,35,Metabolic,SHORT,0,,,,,No
MAGNESIUM SULFATE; POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM SULFATE,SUFLAVE,AZURITY PHARMACEUTICALS INC,1,0,215344,,FOR SOLUTION;ORAL,,2023-06-15,2023-06-15,1,0,Metabolic,SHORT,4,2044-08-02,2044,,,No
"MAGNESIUM SULFATE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, MONOBASIC; SODIUM CHLORIDE; SODIUM PHOSPHATE",TIS-U-SOL | TIS-U-SOL IN PLASTIC CONTAINER,BAXTER HEALTHCARE CORP,2,0,018336 | 018508,,SOLUTION;IRRIGATION,AT,1982-02-19,1982-02-19,0,0,Metabolic,SHORT,0,,,,,No
MAGNESIUM SULFATE; POTASSIUM CHLORIDE; SODIUM SULFATE,"SODIUM SULFATE, MAGNESIUM SULFATE AND POTASSIUM CHLORIDE | SUTAB",AZURITY PHARMACEUTICALS INC | LUPIN LTD,1,1,213135,216095,TABLET;ORAL,AB,2020-11-10,2026-05-28,1,1,Metabolic,SHORT,4,2037-08-04,2037,,,No
MAGNESIUM SULFATE; POTASSIUM SULFATE; SODIUM SULFATE,"SODIUM SULFATE, POTASSIUM SULFATE AND MAGNESIUM SULFATE | SUPREP BOWEL PREP KIT",ALKEM LABORATORIES LTD | ANNORA PHARMA PRIVATE LTD | AZURITY PHARMACEUTICALS INC | BIONPHARMA INC | NOVEL LABORATORIES INC | PAI HOLDINGS LLC DBA PHARMACEUTICAL ASSOCIATES INC AND DBA PAI PHARMA | STRIDES PHARMA INTERNATIONAL AG | TARO PHARMACEUTICAL INDUSTRIES LTD,1,7,022372,202511 | 204135 | 206431 | 209941 | 212903 | 213924 | 215469,SOLUTION;ORAL,AA,2010-08-05,2024-10-18,1,7,Metabolic,SHORT,0,,,ODE-315,2027-08-05,No
MALATHION,MALATHION,SUVEN PHARMACEUTICALS LTD,0,1,,091559,LOTION;TOPICAL,,2012-05-23,2012-05-23,0,1,Other/Unclassified,OTHER,0,,,,,No
MANGANESE CHLORIDE,MANGANESE CHLORIDE | MANGANESE CHLORIDE IN PLASTIC CONTAINER,FRESENIUS KABI USA LLC | HOSPIRA INC,1,1,018962,217583,INJECTABLE;INJECTION,AP,1986-06-26,2025-07-07,1,1,Other/Unclassified,OTHER,0,,,,,No
MANNITOL,ARIDOL KIT | BRONCHITOL | MANNITOL 10% IN PLASTIC CONTAINER | MANNITOL 15% IN PLASTIC CONTAINER | MANNITOL 20% IN PLASTIC CONTAINER | MANNITOL 25% | MANNITOL 5% IN PLASTIC CONTAINER | OSMITROL 10% IN WATER | OSMITROL 10% IN WATER IN PLASTIC CONTAINER | OSMITROL 15% IN WATER | OSMITROL 15% IN WATER IN PLASTIC CONTAINER | OSMITROL 20% IN WATER | OSMITROL 20% IN WATER IN PLASTIC CONTAINER | OSMITROL 5% IN WATER | OSMITROL 5% IN WATER IN PLASTIC CONTAINER,B BRAUN MEDICAL INC | BAXTER HEALTHCARE CORP | FRESENIUS KABI USA LLC | HOSPIRA INC | OTSUKA ICU MEDICAL LLC | PHARMAXIS EUROPE LTD,6,1,013684 | 016269 | 019603 | 020006 | 022368 | 202049,080677,INJECTABLE;INJECTION | POWDER;INHALATION,AP,1990-01-08,2020-10-30,3,1,Other/Unclassified,OTHER,0,,,ODE-327,2027-10-30,No
MANNITOL; SORBITOL,SORBITOL-MANNITOL IN PLASTIC CONTAINER,OTSUKA ICU MEDICAL LLC,1,0,018316,,SOLUTION;IRRIGATION,,,,1,0,Other/Unclassified,OTHER,0,,,,,No
MARALIXIBAT CHLORIDE,LIVMARLI,MIRUM PHARMACEUTICALS INC,2,0,214662 | 219485,,SOLUTION;ORAL | TABLET;ORAL,,2021-09-29,2025-04-10,6,0,Other/Unclassified,OTHER,10,2043-10-05,2043,I-938 | NCE | ODE* | ODE-379 | ODE-429 | ODE-471 | ODE-490,2031-07-24,Yes
MARAVIROC,MARAVIROC | SELZENTRY,HETERO LABS LTD UNIT III | I 3 PHARMACEUTICALS LLC | NAVINTA LLC | VIIV HEALTHCARE CO,2,3,022128 | 208984,203347 | 217114 | 217880,SOLUTION;ORAL | TABLET;ORAL,AB,2007-08-06,2025-05-13,3,6,Infectious,CHRONIC,0,,,,,No
MARIBAVIR,LIVTENCITY,TAKEDA PHARMACEUTICALS USA INC,1,0,215596,,TABLET;ORAL,,2021-11-23,2021-11-23,1,0,Other/Unclassified,OTHER,7,2043-10-11,2043,NCE | ODE-388,2028-11-23,Yes
MAVACAMTEN,CAMZYOS,BRISTOL MYERS SQUIBB CO,1,0,214998,,CAPSULE;ORAL,,2022-04-28,2022-04-28,4,0,Other/Unclassified,OTHER,2,2036-04-28,2036,NCE | ODE-398,2029-04-28,Yes
MAVORIXAFOR,XOLREMDI,X4 PHARMACEUTICALS INC,1,0,218709,,CAPSULE;ORAL,,2024-04-26,2024-04-26,1,0,Other/Unclassified,OTHER,6,2038-12-11,2038,NCE | ODE-480,2031-04-26,Yes
MEBENDAZOLE,EMVERM,IMPAX LABORATORIES INC,0,1,,073580,"TABLET, CHEWABLE;ORAL",,1995-01-04,1995-01-04,0,1,Infectious,SHORT,0,,,,,No
MECAMYLAMINE HYDROCHLORIDE,MECAMYLAMINE HYDROCHLORIDE,LGM PHARMA SOLUTIONS LLC,0,1,,204054,TABLET;ORAL,,2013-03-19,2013-03-19,0,1,Other/Unclassified,OTHER,0,,,,,No
MECHLORETHAMINE HYDROCHLORIDE,VALCHLOR,HELSINN BIREX PHARMACEUTICALS LTD,1,0,202317,,GEL;TOPICAL,,2013-08-23,2013-08-23,1,0,Oncology,SHORT,6,2029-07-08,2029,,,No
MECLIZINE HYDROCHLORIDE,ANTIVERT | MECLIZINE HYDROCHLORIDE,AMNEAL PHARMACEUTICALS OF NEW YORK LLC | AUROBINDO PHARMA USA INC | CASPER PHARMA LLC | CHARTWELL RX SCIENCES LLC | EPIC PHARMA LLC | JUBILANT CADISTA PHARMACEUTICALS INC | SANDOZ INC | SCIEGEN PHARMACEUTICALS INC | SENORES PHARMACEUTICALS INC | ZYDUS LIFESCIENCES GLOBAL FZE,1,9,010721,040659 | 084092 | 084843 | 087128 | 200294 | 201451 | 202640 | 203003 | 213957,"TABLET, CHEWABLE;ORAL | TABLET;ORAL",AA,1982-01-20,2022-08-11,4,19,Neurology,PERIODIC,0,,,,,No
MECLOFENAMATE SODIUM,MECLOFENAMATE SODIUM,MYLAN PHARMACEUTICALS INC,0,1,,071081,CAPSULE;ORAL,,1986-09-03,1986-09-03,0,2,Other/Unclassified,OTHER,0,,,,,No
MEDROXYPROGESTERONE ACETATE,DEPO-PROVERA | DEPO-SUBQ PROVERA 104 | MEDROXYPROGESTERONE ACETATE | PROVERA,AMNEAL EU LTD | AMPHASTAR PHARMACEUTICALS INC | BARR LABORATORIES INC | EUGIA PHARMA SPECIALITIES LTD | HONG KONG KING FRIEND INDUSTRIAL CO LTD | PFIZER INC | XIROMED LLC,3,8,011839 | 020246 | 021583,040159 | 076553 | 077235 | 077334 | 210227 | 212824 | 212844 | 215397,INJECTABLE;INJECTION | INJECTABLE;SUBCUTANEOUS | TABLET;ORAL,AB,1992-10-29,2023-06-07,5,10,Metabolic,CHRONIC,0,,,,,No
MEFENAMIC ACID,MEFENAMIC ACID | PONSTEL,AJENAT PHARMACEUTICALS LLC | AVION PHARMACEUTICALS LLC | LUPIN LTD | MICRO LABS LTD,1,3,015034,090562 | 091322 | 091608,CAPSULE;ORAL,AB,2010-11-19,2014-06-02,1,3,Pain,SHORT,0,,,,,No
MEFLOQUINE HYDROCHLORIDE,MEFLOQUINE HYDROCHLORIDE,BARR LABORATORIES INC | CHARTWELL RX SCIENCES LLC,0,2,,076175 | 076392,TABLET;ORAL,AB,2002-02-20,2003-12-29,0,2,Other/Unclassified,OTHER,0,,,,,No
MEGESTROL ACETATE,MEGESTROL ACETATE,BARR LABORATORIES INC | NOVITIUM PHARMA LLC | PHARMOBEDIENT CONSULTING LLC | STRIDES PHARMA INTERNATIONAL AG | TWI PHARMACEUTICALS INC,0,7,,072422 | 072423 | 074621 | 075671 | 076721 | 077404 | 203139,SUSPENSION;ORAL | TABLET;ORAL,AB,1988-08-08,2014-08-27,0,8,Other/Unclassified,OTHER,0,,,,,No
MELOXICAM,MELOXICAM | QAMZOVA | XIFYRM,AIPING PHARMACEUTICAL INC | ASCENT PHARMACEUTICALS INC | AUROBINDO PHARMA LTD | AVONDALE PHARMACEUTICALS LLC | AZURITY PHARMACEUTICALS INC | CIPLA LTD | COREPHARMA LLC | GLENMARK PHARMACEUTICALS LTD | LUPIN LTD | NANJING DELOVA BIOTECH CO LTD | NOVITIUM PHARMA LLC | PURACAP PHARMACEUTICAL LLC | RISING PHARMA HOLDINGS INC | UNICHEM LABORATORIES LTD | YUNG SHIN PHARMACEUTICAL INDUSTRIAL CO LTD | ZYDUS PHARMACEUTICALS USA INC,3,14,021530 | 217593 | 218395,077882 | 077918 | 077920 | 077921 | 077927 | 077928 | 077929 | 077931 | 077932 | 077938 | 078008 | 209487 | 211398 | 217579,CAPSULE;ORAL | SOLUTION;INTRAVENOUS | SUSPENSION;ORAL | TABLET;ORAL,AB,2004-06-01,2025-06-05,3,28,Pain,PERIODIC,2,2041-07-31,2041,,,No
MELOXICAM; RIZATRIPTAN BENZOATE,SYMBRAVO,AXSOME THERAPEUTICS INC,1,0,215431,,TABLET;ORAL,,2025-01-30,2025-01-30,1,0,Pain,PERIODIC,94,2045-03-10,2045,NP,2028-01-30,No
MELPHALAN HYDROCHLORIDE,EVOMELA | HEPZATO | IVRA | MELPHALAN HYDROCHLORIDE,ACROTECH BIOPHARMA INC | ACTAVIS LLC | APOTEX INC | ARTHUR GROUP LLC | AVET LIFESCIENCES PRIVATE LTD | BPI LABS LLC | DELCATH SYSTEMS INC | DR REDDYS LABORATORIES LTD | FRESENIUS KABI USA LLC | GLAND PHARMA LTD | HETERO LABS LTD | HIKMA PHARMACEUTICALS USA INC | MEITHEAL PHARMACEUTICALS INC | MYLAN INSTITUTIONAL LLC | SAGENT PHARMACEUTICALS INC,3,12,201848 | 207155 | 217110,090270 | 090303 | 201379 | 203393 | 203655 | 206018 | 206523 | 209197 | 209826 | 211463 | 212960 | 215024,INJECTABLE;INJECTION | POWDER;INTRA-ARTERIAL | POWDER;INTRAVENOUS | SOLUTION;INTRAVENOUS,AP,2009-06-09,2024-10-29,3,12,Oncology,SHORT,18,2036-06-29,2036,NP | ODE-438,2030-08-14,No
MEMANTINE HYDROCHLORIDE,MEMANTINE HYDROCHLORIDE,AJANTA PHARMA LTD | ALEMBIC PHARMACEUTICALS LTD | AMNEAL PHARMACEUTICALS OF NEW YORK LLC | APOTEX INC | AUROBINDO PHARMA LTD | CHARTWELL MOLECULAR HOLDINGS LLC | DR REDDYS LABORATORIES LTD | HETERO LABS LTD UNIT V | LUPIN LTD | MACLEODS PHARMACEUTICALS LTD | MEDLEY PHARMACEUTICALS LTD | PURACAP LABORATORIES LLC DBA BLU PHARMACEUTICALS | PURACAP PHARMACEUTICAL LLC | RENATA PLC | RISING PHARMA HOLDING INC | STRIDES PHARMA GLOBAL PTE LTD | SUN PHARMACEUTICAL INDUSTRIES LTD | UNICHEM LABORATORIES LTD | UPSHER SMITH LABORATORIES LLC | VITRUVIAS THERAPEUTICS INC | YICHANG HUMANWELL PHARMACEUTICAL CO LTD | YILING PHARMACEUTICAL LTD | ZYDUS LIFESCIENCES LTD | ZYDUS PHARMACEUTICALS USA INC,0,29,,090041 | 090043 | 090048 | 090051 | 090058 | 090961 | 200022 | 200891 | 202350 | 202790 | 202840 | 203175 | 203293 | 204033 | 204389 | 205825 | 206028 | 206032 | 206310 | 206528 | 206855 | 209527 | 209955 | 210319 | 210587 | 211100 | 212947 | 213985 | 214651,"CAPSULE, EXTENDED RELEASE;ORAL | SOLUTION;ORAL | TABLET;ORAL",AA | AB,2010-04-14,2025-08-28,0,70,Neurology,CHRONIC,0,,,,,No
MENTHOL; METHYL SALICYLATE,SALONPAS,HISAMITSU PHARMACEUTICAL CO INC,1,0,022029,,PATCH;TOPICAL,,2008-02-20,2012-11-05,2,0,Other/Unclassified,OTHER,2,2030-01-03,2030,,,No
MEPERIDINE HYDROCHLORIDE,DEMEROL | MEPERIDINE HYDROCHLORIDE | MEPERIDINE HYDROCHLORIDE PRESERVATIVE FREE,EPIC PHARMA LLC | GENUS LIFESCIENCES INC | HIKMA PHARMACEUTICALS USA INC | HOSPIRA INC | WEST-WARD PHARMACEUTICALS INTERNATIONAL LTD,1,6,021171,040331 | 040893 | 080445 | 080455 | 081002 | 088744,INJECTABLE;INJECTION | SYRUP;ORAL | TABLET;ORAL,AA | AP,1985-01-30,2009-06-24,4,13,Pain,SHORT,0,,,,,No
MEPIVACAINE HYDROCHLORIDE,POLOCAINE | POLOCAINE-MPF | SCANDONEST PLAIN,DEPROCO INC | FRESENIUS KABI USA LLC,0,6,,088387 | 089406 | 089407 | 089408 | 089409 | 089410,INJECTABLE;INJECTION,,1984-10-10,1986-12-01,0,6,Pain,SHORT,0,,,,,No
MEPROBAMATE,MEPROBAMATE,ALEMBIC PHARMACEUTICALS LTD | INVAGEN PHARMACEUTICALS INC,0,2,,040797 | 090122,TABLET;ORAL,AA,2008-02-27,2009-02-18,0,4,Other/Unclassified,OTHER,0,,,,,No
MERCAPTOPURINE,MERCAPTOPURINE | PURINETHOL | PURIXAN,DR REDDYS LABORATORIES SA | HIKMA PHARMACEUTICALS USA INC | MYLAN PHARMACEUTICALS INC | NOVA LABORATORIES LTD | STASON PHARMACEUTICALS INC,2,4,009053 | 205919,040461 | 040528 | 040594 | 216418,SUSPENSION;ORAL | TABLET;ORAL,AB,2004-02-11,2025-02-26,2,4,Autoimmune,CHRONIC,0,,,,,No
MEROPENEM,MEROPENEM | MEROPENEM AND SODIUM CHLORIDE IN DUPLEX CONTAINER,ACS DOBFAR SPA | AMNEAL PHARMACEUTICALS | B BRAUN MEDICAL INC | BROOKS STERISCIENCE LTD | EUGIA PHARMA SPECIALITIES LTD | GLAND PHARMA LTD | HQ SPECIALTY PHARMA CORP | QILU PHARMACEUTICAL CO LTD | SAVIOR LIFETEC CORP,2,10,202106 | 215212,091404 | 204139 | 205835 | 205883 | 206086 | 206141 | 210773 | 216154 | 216424 | 219084,INJECTABLE;INJECTION | POWDER;INTRAVENOUS,AP,2011-10-26,2025-06-23,1,19,Infectious,SHORT,0,,,,,No
MEROPENEM; VABORBACTAM,VABOMERE,REMPEX PHARMACEUTICALS INC A WHOLLY OWNED SUB OF MELINTA THERAPEUTICS LLC,1,0,209776,,POWDER;INTRAVENOUS,,2017-08-29,2017-08-29,1,0,Infectious,SHORT,10,2039-05-20,2039,GAIN,2027-08-29,Yes
MESALAMINE,APRISO | CANASA | LIALDA | MESALAMINE | PENTASA | ROWASA | SFROWASA,ABBVIE INC | ACTAVIS LABORATORIES FL INC AN INDIRECT WHOLLY OWNED SUB OF TEVA PHARMACEUTICALS USA INC | ACTAVIS MID ATLANTIC LLC | ALEMBIC PHARMACEUTICALS LTD | ALKEM LABORATORIES LTD | AMNEAL PHARMACEUTICALS LLC | AMRING PHARMACEUTICALS INC | AMTA LABS LTD | ANNORA PHARMA PRIVATE LTD | AUROBINDO PHARMA LTD | DIFGEN PHARMACEUTICALS LLC | ENCUBE ETHICALS PRIVATE LTD | KLM LABORATORIES PRIVATE LTD | MYLAN PHARMACEUTICALS INC | MYLAN SPECIALTY LP | NOVAST LABORATORIES LTD | NOVITIUM PHARMA LLC | PADAGIS ISRAEL PHARMACEUTICALS LTD | QUAGEN PHARMACEUTICALS LLC | RISING PHARMA HOLDINGS INC | SALIX PHARMACEUTICALS INC | SANDOZ INC | SINOTHERAPEUTICS INC | SUN PHARMACEUTICAL INDUSTRIES LTD | TAKEDA PHARMACEUTICALS USA INC | TEVA PHARMACEUTICALS INC | TEVA PHARMACEUTICALS USA INC | ZYDUS PHARMACEUTICALS USA INC,5,31,019618 | 020049 | 021252 | 022000 | 022301,076751 | 091640 | 202065 | 203286 | 203817 | 204354 | 205654 | 207271 | 207448 | 207873 | 208362 | 208953 | 208954 | 211858 | 213191 | 213377 | 214242 | 214477 | 214585 | 215067 | 215269 | 216334 | 216941 | 216967 | 217337 | 217533 | 218410 | 219028 | 219864 | 219997 | 220016,"CAPSULE, DELAYED RELEASE;ORAL | CAPSULE, EXTENDED RELEASE;ORAL | ENEMA;RECTAL | SUPPOSITORY;RECTAL | TABLET, DELAYED RELEASE;ORAL",AB,1987-12-24,2026-03-31,7,32,GI,CHRONIC,4,2030-05-01,2030,,,No
MESNA,MESNA | MESNEX,BAXTER HEALTHCARE CORP | EUGIA PHARMA SPECIALITIES LTD | FRESENIUS KABI USA LLC | GLAND PHARMA LTD | HIKMA PHARMACEUTICALS USA INC | INGENUS PHARMACEUTICALS LLC | SAGENT PHARMACEUTICALS INC,2,6,019884 | 020855,075739 | 075811 | 090913 | 206992 | 218871 | 220518,INJECTABLE;INTRAVENOUS | TABLET;ORAL,AB | AP,1988-12-30,2026-01-27,2,6,Other/Unclassified,OTHER,0,,,,,No
METAPROTERENOL SULFATE,METAPROTERENOL SULFATE,CHARTWELL SCHEDULED LLC,0,1,,073632,SYRUP;ORAL,,1992-07-22,1992-07-22,0,1,Other/Unclassified,OTHER,0,,,,,No
METARAMINOL BITARTRATE,METARAMINOL BITARTRATE,AZURITY PHARMACEUTICALS INC,0,1,,211304,INJECTABLE;INJECTION,,2021-08-24,2021-08-24,0,1,Other/Unclassified,OTHER,0,,,,,No
METAXALONE,METAXALONE,ACTAVIS LABORATORIES FL INC | AMNEAL PHARMACEUTICALS | LANNETT CO INC | MOUNTAIN LLC | PRIMUS PHARMACEUTICALS INC | SANDOZ INC | SCIEGEN PHARMACEUTICALS INC,1,6,022503,040445 | 040486 | 203399 | 203695 | 204770 | 207466,TABLET;ORAL,AB,2010-03-31,2020-03-13,1,7,Pain,SHORT,2,2043-05-14,2043,,,No
