Source,Drug,Brand,Disease / Indication,Disease Category,Modality,Drug Target (Gene),Annual Revenue 2024 (USD B),Dose,Frequency,Duration of Use
Orange Book,Probenecid,PROBALAN,Gout,Metabolic – Gout,chemical,"SLC22A6, SLC22A8, SLC22A11",0.00,500MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Probenecid,PROBALAN,Hyperuricemia,Metabolic – Gout,chemical,"SLC22A6, SLC22A8, SLC22A11",0.00,500MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Probenecid; Sulopenem Etzadroxil,ORLYNVAH,Gout,Metabolic – Gout,chemical,"SLC22A6, SLC22A8, SLC22A11, dacB",,500MG; 500MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Probenecid; Sulopenem Etzadroxil,ORLYNVAH,Hyperuricemia,Metabolic – Gout,chemical,"SLC22A6, SLC22A8, SLC22A11, dacB",,500MG; 500MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Procarbazine Hydrochloride,MATULANE,Hypertension,Oncology – Solid Tumor,chemical,DNA inhibitor,0.00,50MG BASE oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Procarbazine Hydrochloride,MATULANE,Heart failure,Oncology – Solid Tumor,chemical,DNA inhibitor,0.00,50MG BASE oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Procarbazine Hydrochloride,MATULANE,Diabetic nephropathy,Oncology – Solid Tumor,chemical,DNA inhibitor,0.00,50MG BASE oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Progesterone,CRINONE,Menopausal / hormone therapy,Endocrinology – Reproductive,chemical,PGR,0.00,100MG,As directed,Indefinite (lifelong maintenance)
Orange Book,Propafenone Hydrochloride,PROPAFENONE HYDROCHLORIDE,Atrial fibrillation,Cardiovascular – Arrhythmia,chemical,"ADRB1, ADRB2, SCN1A",,225MG oral,Once daily,Indefinite (lifelong maintenance)
Orange Book,Propafenone Hydrochloride,PROPAFENONE HYDROCHLORIDE,Cardiac arrhythmia,Cardiovascular – Arrhythmia,chemical,"ADRB1, ADRB2, SCN1A",,225MG oral,Once daily,Indefinite (lifelong maintenance)
Orange Book,Propranolol Hydrochloride,HEMANGEOL,Atrial fibrillation,Cardiovascular – Arrhythmia,chemical,"ADRB1, ADRB2",0.01,4.28MG/mL oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Propranolol Hydrochloride,HEMANGEOL,Angina,Cardiovascular – Arrhythmia,chemical,"ADRB1, ADRB2",0.01,4.28MG/mL oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Propranolol Hydrochloride,HEMANGEOL,Myocardial infarction (risk reduction),Cardiovascular – Arrhythmia,chemical,"ADRB1, ADRB2",0.01,4.28MG/mL oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Propylthiouracil,PROPYLTHIOURACIL,Hyperthyroidism,Endocrinology – Thyroid,chemical,"TPO, DIO1",,50MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Protriptyline Hydrochloride,PROTRIPTYLINE HYDROCHLORIDE,Major depressive disorder,Psychiatry – Mood,chemical,"SLC6A4, SLC6A2",,5MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Prucalopride Succinate,MOTEGRITY,Chronic constipation,Gastroenterology – Motility,chemical,HTR4,0.04,2MG BASE oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Pyridostigmine Bromide,MESTINON,Myasthenia gravis,Neurology – Neuromuscular,chemical,ACHE,0.00,60MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Pyridoxine Hydrochloride,PYRIDOXINE HYDROCHLORIDE,Metabolic disorder,Endocrinology – Metabolic,chemical,Supplement,0.00,100MG/mL,As directed,Indefinite (lifelong maintenance)
Orange Book,Quetiapine Fumarate,QUETIAPINE FUMARATE,Schizophrenia,Psychiatry – Psychotic,chemical,"HTR2A, HTR2C, DRD2",0.17,400MG BASE oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Quetiapine Fumarate,QUETIAPINE FUMARATE,Bipolar disorder,Psychiatry – Psychotic,chemical,"HTR2A, HTR2C, DRD2",0.17,400MG BASE oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Quinapril Hydrochloride,QUINAPRIL HYDROCHLORIDE,Hypertension,Cardiovascular – Hypertension,chemical,ACE,0.00,5MG BASE oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Quinidine Gluconate,QUINIDINE GLUCONATE,Cardiovascular disease,Cardiovascular – Other,chemical,SCN1A,0.00,324MG oral,Once daily,Indefinite (lifelong maintenance)
Orange Book,Quinidine Sulfate,QUINIDINE SULFATE,Cardiovascular disease,Cardiovascular – Other,chemical,SCN1A,,200MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Quizartinib Dihydrochloride,VANFLYTA,Cancer,Oncology – Solid Tumor,chemical,FLT3,,26.5MG BASE oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Rabeprazole Sodium,ACIPHEX,GERD,Gastroenterology – Acid-Related,chemical,ATP4A,0.00,20MG oral,Once daily,Indefinite (lifelong maintenance)
Orange Book,Raloxifene Hydrochloride,EVISTA,Breast cancer,Bone / Metabolic,chemical,ESR2,0.00,60MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Raloxifene Hydrochloride,EVISTA,Osteoporosis,Bone / Metabolic,chemical,ESR2,0.00,60MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Raloxifene Hydrochloride,EVISTA,Menopausal / hormone therapy,Bone / Metabolic,chemical,ESR2,0.00,60MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Raltegravir Potassium,ISENTRESS,HIV infection,Infectious – HIV,chemical,pol,0.10,600MG BASE oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Ramipril,RAMIPRIL,Heart failure,Cardiovascular – Heart Failure,chemical,ACE,0.00,1.25MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Ramipril,RAMIPRIL,Hypertension,Cardiovascular – Heart Failure,chemical,ACE,0.00,1.25MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Ramipril,RAMIPRIL,Myocardial infarction (risk reduction),Cardiovascular – Heart Failure,chemical,ACE,0.00,1.25MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Ranitidine Hydrochloride,RANITIDINE HYDROCHLORIDE,GERD,Gastroenterology – Acid-Related,chemical,HRH2,0.00,150MG BASE oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Ranolazine,RANOLAZINE,Angina,Cardiovascular – Ischemic,chemical,"SCN5A, SCN4A",0.01,1GM oral,Once daily,Indefinite (lifelong maintenance)
Orange Book,Rasagiline Mesylate,AZILECT,Parkinson's disease,Neurology – Movement Disorder,chemical,MAOB,0.00,1MG BASE oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Regorafenib,STIVARGA,Colorectal cancer,Oncology – Solid Tumor,chemical,"ABL1, RAF1, KIT, FGFR1, MAPK11, FGFR2, FRK, DDR2, BR",0.06,40MG oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Relugolix,ORGOVYX,Prostate cancer,Oncology – Solid Tumor,chemical,GNRHR,0.02,120MG oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Remibrutinib,RHAPSIDO,Cancer,Oncology – Solid Tumor,chemical,,,25MG oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Repaglinide,REPAGLINIDE,Type 2 diabetes,Endocrinology – Diabetes,chemical,KCNJ11,,0.5MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Repaglinide,REPAGLINIDE,Diabetes mellitus,Endocrinology – Diabetes,chemical,KCNJ11,,0.5MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Repotrectinib,AUGTYRO,Non-small cell lung cancer,Oncology – Solid Tumor,chemical,"NTRK1, NTRK2, ROS1, NTRK3, CD74, ROS1",,160MG oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Repotrectinib,AUGTYRO,Small cell lung cancer,Oncology – Solid Tumor,chemical,"NTRK1, NTRK2, ROS1, NTRK3, CD74, ROS1",,160MG oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Ribociclib Succinate,KISQALI,Breast cancer,Oncology – Solid Tumor,chemical,"CDK4, CDK6",0.27,200MG BASE oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Riboflavin 5'-phosphate Sodium,EPIOXA HD/EPIOXA KIT,Metabolic disorder,Endocrinology – Metabolic,chemical,Unknown,,0.146% BASE/mL; 0.146% BASE/mL ophthalmic,Once daily,Indefinite (lifelong maintenance)
Orange Book,Rilpivirine Hydrochloride,EDURANT,HIV infection,Infectious – HIV,chemical,pol,0.02,25MG BASE oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Riluzole,RILUZOLE,ALS,Neurology – Neuromuscular,chemical,SCN1A,0.00,50MG/10ML oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Rilzabrutinib,WAYRILZ,B-cell malignancies (CLL/MCL),Oncology – Solid Tumor,mixture,BTK,,400MG oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Riociguat,ADEMPAS,Hypertension,Cardiovascular / Pulmonary,chemical,GUCY1B1,0.18,2.5MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Riociguat,ADEMPAS,Pulmonary arterial hypertension,Cardiovascular / Pulmonary,chemical,GUCY1B1,0.18,2.5MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Riociguat,ADEMPAS,Venous thromboembolism,Cardiovascular / Pulmonary,chemical,GUCY1B1,0.18,2.5MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Ripretinib,QINLOCK,Cancer,Oncology – Solid Tumor,chemical,"KIT, PDGFRA",0.01,50MG oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Risedronate Sodium,ACTONEL,Osteoporosis,Bone / Metabolic,chemical,FDPS,0.00,150MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Risedronate Sodium,ACTONEL,Menopausal / hormone therapy,Bone / Metabolic,chemical,FDPS,0.00,150MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Risperidone,PERSERIS KIT,Schizophrenia,Psychiatry – Psychotic,chemical,"HTR2A, HTR2C, DRD2",0.19,4MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Risperidone,PERSERIS KIT,Bipolar disorder,Psychiatry – Psychotic,chemical,"HTR2A, HTR2C, DRD2",0.19,4MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Ritlecitinib Tosylate,LITFULO,Cancer,Oncology – Solid Tumor,chemical,"JAK3, ITK",0.00,50MG BASE oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Ritonavir,NORVIR,Infectious disease,Infectious – Other,chemical,"pol, CYP3A4",0.00,100MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Rivaroxaban,RIVAROXABAN,Atrial fibrillation,Cardiovascular – Arrhythmia,chemical,F10,1.02,20MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Rivaroxaban,RIVAROXABAN,Stroke (risk reduction),Cardiovascular – Arrhythmia,chemical,F10,1.02,20MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Rivaroxaban,RIVAROXABAN,DVT / venous thrombosis,Cardiovascular – Arrhythmia,chemical,F10,1.02,20MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Rivastigmine,EXELON,Parkinson's disease,Neurology – Movement Disorder,chemical,BCHE,0.00,13.3MG/24HR transdermal,Once daily,Indefinite (lifelong maintenance)
Orange Book,Rivastigmine,EXELON,Alzheimer's disease / dementia,Neurology – Movement Disorder,chemical,BCHE,0.00,13.3MG/24HR transdermal,Once daily,Indefinite (lifelong maintenance)
Orange Book,Rivastigmine Tartrate,RIVASTIGMINE TARTRATE,Parkinson's disease,Neurology – Movement Disorder,chemical,BCHE,,1.5MG BASE oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Rivastigmine Tartrate,RIVASTIGMINE TARTRATE,Alzheimer's disease / dementia,Neurology – Movement Disorder,chemical,BCHE,,1.5MG BASE oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Roflumilast,DALIRESP,COPD,Respiratory – Obstructive,chemical,PDE4A,0.02,500MCG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Romidepsin,ISTODAX,Lymphoma,Oncology – Hematologic,chemical,HDAC1,0.00,10MG/VIAL IV,Once daily,Long-term (until progression / disease control)
Orange Book,Ropinirole Hydrochloride,ROPINIROLE HYDROCHLORIDE,Parkinson's disease,Neurology – Movement Disorder,chemical,DRD2,0.02,2MG BASE oral,Once daily,Indefinite (lifelong maintenance)
Orange Book,Ropinirole Hydrochloride,ROPINIROLE HYDROCHLORIDE,Restless legs syndrome,Neurology – Movement Disorder,chemical,DRD2,0.02,2MG BASE oral,Once daily,Indefinite (lifelong maintenance)
Orange Book,Rosuvastatin Calcium,CRESTOR,Myocardial infarction (risk reduction),Endocrinology – Lipid,chemical,HMGCR,0.00,40MG BASE oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Rosuvastatin Calcium,CRESTOR,Stroke (risk reduction),Endocrinology – Lipid,chemical,HMGCR,0.00,40MG BASE oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Rosuvastatin Calcium,CRESTOR,Coronary artery disease,Endocrinology – Lipid,chemical,HMGCR,0.00,40MG BASE oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Rotigotine,NEUPRO,Parkinson's disease,Neurology – Movement Disorder,chemical,DRD2,0.01,8MG/24HR transdermal,Once daily,Indefinite (lifelong maintenance)
Orange Book,Rotigotine,NEUPRO,Restless legs syndrome,Neurology – Movement Disorder,chemical,DRD2,0.01,8MG/24HR transdermal,Once daily,Indefinite (lifelong maintenance)
Orange Book,Rufinamide,BANZEL,Epilepsy / seizures,Neurology – Epilepsy,chemical,SCN1A,0.24,400MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Ruxolitinib Phosphate,JAKAFI,Atopic dermatitis,Oncology – Solid Tumor,chemical,"JAK1, JAK2",0.45,25MG BASE oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Sacubitril; Valsartan,ENTRESTO,Heart failure,Cardiovascular – Heart Failure,chemical,"MME, AGTR1",1.11,97MG; 103MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Sapropterin Dihydrochloride,KUVAN,Metabolic disorder,Endocrinology – Metabolic,chemical,PAH,0.05,100MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Saxagliptin Hydrochloride,SAXAGLIPTIN,Type 2 diabetes,Endocrinology – Diabetes,chemical,DPP4,,2.5MG BASE oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Saxagliptin Hydrochloride,SAXAGLIPTIN,Diabetes mellitus,Endocrinology – Diabetes,chemical,DPP4,,2.5MG BASE oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Selegiline,EMSAM,Parkinson's disease,Neurology – Movement Disorder,chemical,MAOB,0.01,12MG/24HR transdermal,Once daily,Indefinite (lifelong maintenance)
Orange Book,Selegiline Hydrochloride,SELEGILINE HYDROCHLORIDE,Parkinson's disease,Neurology – Movement Disorder,chemical,MAOB,0.00,1.25MG oral,Once daily,Indefinite (lifelong maintenance)
Orange Book,Selexipag,SELEXIPAG,Hypertension,Cardiovascular / Pulmonary,chemical,PTGIR,0.41,1.6MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Selexipag,SELEXIPAG,Pulmonary arterial hypertension,Cardiovascular / Pulmonary,chemical,PTGIR,0.41,1.6MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Selpercatinib,RETEVMO,Non-small cell lung cancer,Oncology – Solid Tumor,chemical,"RET, RET, RET",0.01,160MG oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Selpercatinib,RETEVMO,Small cell lung cancer,Oncology – Solid Tumor,chemical,"RET, RET, RET",0.01,160MG oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Selpercatinib,RETEVMO,Thyroid cancer,Oncology – Solid Tumor,chemical,"RET, RET, RET",0.01,160MG oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Selumetinib Sulfate,KOSELUGO,Cancer,Oncology – Solid Tumor,chemical,"MAP2K1, MAP2K2",0.11,7.5MG BASE oral,As directed,Long-term (until progression / disease control)
Orange Book,Semaglutide,OZEMPIC,Type 2 diabetes,Endocrinology – Diabetes,protein,GLP1R,5.80,25MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Semaglutide,OZEMPIC,Diabetes mellitus,Endocrinology – Diabetes,protein,GLP1R,5.80,25MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Semaglutide,OZEMPIC,Myocardial infarction (risk reduction),Endocrinology – Diabetes,protein,GLP1R,5.80,25MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Semaglutide,OZEMPIC,Stroke (risk reduction),Endocrinology – Diabetes,protein,GLP1R,5.80,25MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Sertraline Hydrochloride,SERTRALINE HYDROCHLORIDE,Major depressive disorder,Psychiatry – Mood,chemical,SLC6A4,0.22,100MG BASE oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Setmelanotide Acetate,IMCIVREE,Obesity / weight management,Endocrinology – Metabolic,chemical,MC4R,,EQ 10MG BASE/mL SC,Weekly or as directed,Indefinite (lifelong maintenance)
Orange Book,Sevabertinib,HYRNUO,Non-small cell lung cancer,Oncology – Solid Tumor,chemical,,,10MG oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Sevabertinib,HYRNUO,Small cell lung cancer,Oncology – Solid Tumor,chemical,,,10MG oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Sevelamer Carbonate,RENVELA,Chronic kidney disease,Endocrinology – Metabolic,polymer,Unknown,0.11,800MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Sevelamer Hydrochloride,RENAGEL,Chronic kidney disease,Endocrinology – Metabolic,polymer,Phosphate sequestering agent,0.00,800MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Sildenafil Citrate,REVATIO,Erectile dysfunction,Cardiovascular – Other,chemical,PDE5A,0.12,100MG BASE oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Silodosin,SILODOSIN,Hypertension,Urology – Prostate,chemical,ADRA1A,0.00,4MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Silodosin,SILODOSIN,Benign prostatic hyperplasia,Urology – Prostate,chemical,ADRA1A,0.00,4MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Simvastatin,FLOLIPID,Myocardial infarction (risk reduction),Endocrinology – Lipid,chemical,HMGCR,,40MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Simvastatin,FLOLIPID,Stroke (risk reduction),Endocrinology – Lipid,chemical,HMGCR,,40MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Simvastatin,FLOLIPID,Coronary artery disease,Endocrinology – Lipid,chemical,HMGCR,,40MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Siponimod,MAYZENT,Multiple sclerosis,Neurology – Demyelinating,chemical,S1PR1,0.03,2MG BASE oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Sirolimus,FYARRO,Transplant rejection,Autoimmune – Rheumatology,chemical,FKBP1A,0.07,2MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Sirolimus,FYARRO,Oncology,Autoimmune – Rheumatology,chemical,FKBP1A,0.07,2MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Sitagliptin,ZITUVIO,Type 2 diabetes,Endocrinology – Diabetes,chemical,,,100MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Sitagliptin,ZITUVIO,Diabetes mellitus,Endocrinology – Diabetes,chemical,,,100MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Sitagliptin Hydrochloride,BRYNOVIN,Type 2 diabetes,Endocrinology – Diabetes,chemical,,,25MG BASE/mL oral,Once or twice daily,Indefinite (lifelong maintenance)
